osmid,name,highway,surface,tracktype,foot,bicycle,sac_scale,trail_visibility,smoothness,width,mtb:scale,mtb:scale:imba,osmc:symbol,image,incline,lit,step_count,ford,bridge,tunnel,wheelchair,ramp,source,mapillary,scenic,section,footway,sidewalk,length_m,corridor
1427518261,SAT Sandhamn,footway,gravel,,designated,yes,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/SAT_Sandhamn_2025_april_%2896%29.jpg,,,,,,,,,,,,SAT Sandhamn,,,105.07962258522481,DEDICATED_PATH
68314896,Skälvik,track,gravel,grade1,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/2/2c/SAT_Svarts%C3%B6_Sk%C3%A4llviks_brygga_04.jpg,,,,,,,yes,,,,,SAT Svartsö,,,1459.4829826777611,TRACK
68315087,SAT Svartsö,unclassified,gravel,,designated,yes,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Svarts%C3%B6_SAT_april_2025_%2892%29.jpg,,,,,,,yes,,,,,SAT Svartsö,,,3145.9688821213404,CAR_ROAD
68315089,SAT Svartsö,track,,grade2,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/SAT_Svarts%C3%B6_2025_april_d_10.jpg/2560px-SAT_Svarts%C3%B6_2025_april_d_10.jpg,,,,,,,,,,,,SAT Svartsö,,,1527.351258554462,TRACK
68316462,SAT Svartsö,track,gravel,grade2,designated,,,good,good,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Svarts%C3%B6_SAT_april_2025_%2816%29.jpg,,,,,,,,,,,,SAT Svartsö,,,1431.3689227884013,TRACK
68318569,SAT Svartsö,track,gravel,grade2,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/SAT_Svarts%C3%B6_2025_april_a_12.jpg,,,,,,,,,,,,SAT Svartsö,,,421.9408885348935,TRACK
68318577,Minkvägen,track,,grade1,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/60/Svarts%C3%B6_SAT_april_2025_%282%29.jpg,,,,,,,,,,,,SAT Svartsö,,,1367.8022744264886,TRACK
68318583,SAT Svartsö,unclassified,,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Norra_Svarts%C3%B6_brygga_02.jpg/2560px-Norra_Svarts%C3%B6_brygga_02.jpg,,,,,,,,,,,,SAT Svartsö,,,417.88191326097507,CAR_ROAD
498918463,SAT Svartsö,track,compacted,,designated,,,good,good,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Svarts%C3%B6_SAT_april_2025_%2837%29.jpg,,,,,,,,,,,,SAT Svartsö,,,2241.718059568911,TRACK
498918465,SAT Svartsö,path,compacted,,designated,,hiking,good,,1.4,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Svarts%C3%B6_SAT_april_2025_%2888%29.jpg,,,,,,,,,,,,SAT Svartsö,,,360.5689447759913,DEDICATED_PATH
793271424,SAT Svartsö,track,compacted,grade4,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/SAT_Svarts%C3%B6_2025_april_d_03.jpg/1536px-SAT_Svarts%C3%B6_2025_april_d_03.jpg,,,,,,,,,,,,SAT Svartsö,,,1675.180804921727,TRACK
793276312,SAT Svartsö,path,compacted,,designated,yes,,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/2/20/Svarts%C3%B6_SAT_april_2025_%2869%29.jpg,,,,,,,,,,,,SAT Svartsö,,,1070.075605089693,DEDICATED_PATH
793276313,SAT Svartsö,path,compacted,,designated,yes,,good,,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Svarts%C3%B6_SAT_april_2025_%2879%29.jpg,,,,,,,,,,,,SAT Svartsö,,,288.1423641968699,DEDICATED_PATH
793276314,SAT Svartsö,path,compacted,,designated,yes,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Svarts%C3%B6_SAT_april_2025_%2880%29.jpg,,,,,,,,,,,,SAT Svartsö,,,285.3734033777674,DEDICATED_PATH
955498375,SAT Svartsö,path,compacted,,designated,,,good,intermediate,1,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Svarts%C3%B6_SAT_april_2025_%2830%29.jpg,,,,,,,,,,,,SAT Svartsö,,,241.1614531592463,DEDICATED_PATH
1379069315,SAT Svartsö,unclassified,gravel,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Svarts%C3%B6_SAT_april_2025_%2814%29.jpg,,,,,,,,,,,,SAT Svartsö,,,501.54623846925426,CAR_ROAD
1379069316,SAT Svartsö,path,gravel,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/a/af/SAT_Svarts%C3%B6_2025_april_a_10.jpg,,,,,,,,,,,,SAT Svartsö,,,51.352157803446005,DEDICATED_PATH
1379069319,SAT Svartsö,track,compacted,grade5,designated,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/7/76/Svarts%C3%B6_SAT_april_2025_%28102%29.jpg,,,,,,,,,,,,SAT Svartsö,,,506.29848640056076,TRACK
1379069320,SAT Svartsö,unclassified,gravel,,designated,yes,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/SAT_Svarts%C3%B6_2025_april_e_02.jpg,,,,,,,yes,,,,,SAT Svartsö,,,831.4068260125557,CAR_ROAD
1379069321,SAT Svartsö,unclassified,gravel,,designated,yes,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Svarts%C3%B6_SAT_april_2025_%2895%29.jpg,,,,,,,yes,,,,,SAT Svartsö,,,2365.025292884812,CAR_ROAD
1379069322,SAT Svartsö,track,gravel,grade4,designated,,,good,good,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Svarts%C3%B6_SAT_april_2025_%2818%29.jpg,,,,,,,,,,,,SAT Svartsö,,,882.8713021746083,TRACK
1379069324,SAT Svartsö,path,compacted,,designated,,,good,good,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Svarts%C3%B6_SAT_april_2025_%2834%29.jpg,,,,,,,,,,,,SAT Svartsö,,,854.2446921726588,DEDICATED_PATH
1379069325,SAT Svartsö,unclassified,gravel,,designated,yes,,good,good,2.3,,,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Svarts%C3%B6_SAT_april_2025_%2848%29.jpg,,,,,,,yes,,,,,SAT Svartsö,,,648.9738536477827,CAR_ROAD
1379069326,SAT Svartsö,unclassified,gravel,,designated,yes,,good,good,2.3,,,,https://upload.wikimedia.org/wikipedia/commons/7/70/Svarts%C3%B6_SAT_april_2025_%2861%29.jpg,,,,,,,yes,,,,,SAT Svartsö,,,1058.3695767724298,CAR_ROAD
1379069327,SAT Svartsö,track,gravel,grade1,designated,yes,,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Svarts%C3%B6_SAT_april_2025_%2863%29.jpg,,,,,,,yes,,,,,SAT Svartsö,,,101.40094616408908,TRACK
1379069328,SAT Svartsö,unclassified,gravel,,designated,yes,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/SAT_Svarts%C3%B6_2025_april_h_01.jpg/3024px-SAT_Svarts%C3%B6_2025_april_h_01.jpg,,,,,,,yes,,,,,SAT Svartsö,,,2556.2870870421984,CAR_ROAD
1379069330,SAT Svartsö,track,gravel,grade1,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/SAT_Svarts%C3%B6_2025_april_b_05.jpg,,,,,,,,,,,,SAT Svartsö,,,274.28513085689275,TRACK
1379069331,SAT Svartsö,unclassified,gravel,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/Svarts%C3%B6_SAT_april_2025_%28106%29.jpg,,,,,,,,,,,,SAT Svartsö,,,1641.5087990275192,CAR_ROAD
1379147968,SAT Svartsö,track,gravel,grade1,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/d/d6/SAT_Svarts%C3%B6_2025_april_b_04.jpg,,,,,,,,,,,,SAT Svartsö,,,332.69678819430067,TRACK
36359861,SAT Utö,unclassified,gravel,,,,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a2/SAT_Ut%C3%B6_Spr%C3%A4nga_ferry_stop_2025_maj_%2818%29.jpg,,,,,,,,,,,,SAT Utö,,,155.16039147197304,CAR_ROAD
36359883,SAT Utö,track,,,designated,,hiking,bad,,,,,,,,,,,,,,,,,,SAT Utö,,,605.0799440284759,TRACK
36359907,SAT Utö,footway,ground,,designated,,hiking,bad,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/SAT_Ut%C3%B6_vandring_202508006_11.jpg/1536px-SAT_Ut%C3%B6_vandring_202508006_11.jpg,,,,,,,,,,,,SAT Utö,,,437.7181977845671,DEDICATED_PATH
74354596,Bygatan,unclassified,,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/SAT_Ut%C3%B6_2025_maj_Ut%C3%B6_Gruvbryggan.jpg,,,,,,,,,,,,SAT Utö,,,30.42905569046757,CAR_ROAD
117258444,Krokavägen,unclassified,gravel,,,,hiking,,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/SAT_Ut%C3%B6_2025_april_18.jpg,,,,,,,,,,,,SAT Utö,,,1151.7742325876277,CAR_ROAD
127977131,SAT Utö,footway,ground,,designated,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Vandring_SAT_Ut%C3%B6_20250806_02.jpg,,,,,,,,,,,,SAT Utö,,,280.3593198220625,DEDICATED_PATH
128302629,Vänsviken,unclassified,,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/66/SAT_Ut%C3%B6_2025_april_72.jpg,,,,,,,,,,,,SAT Utö,,,269.90807456782267,CAR_ROAD
128302632,Båtudden,track,gravel,,,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/7/78/SAT_Ut%C3%B6_2025_april_76.jpg,,,,,,,,,survey,,,SAT Utö,,,651.5462175108612,TRACK
229605213,SAT Utö,footway,,,,,,,,,,,,,,,,,,,,,,,,SAT Utö,,,86.74146784201471,DEDICATED_PATH
237190149,SAT Utö,footway,,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/SAT_Ut%C3%B6_2025_april_173.jpg,,,,,,,,,,,,SAT Utö,,,945.8981332074493,DEDICATED_PATH
316937896,SAT Utö,footway,,,,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Vandring_SAT_Ut%C3%B6_20250816_batch_15.jpg,,,,,,,,,ekonomiska,,,SAT Utö,,,476.7191770801207,DEDICATED_PATH
511905314,Stora Landsvägen,tertiary,gravel,,,,,,bad,,,,,,,,,,,,,,,,,SAT Utö,,,90.19321954697571,CAR_ROAD
511905315,Bygatan,tertiary,gravel,,,,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/SAT_Ut%C3%B6_2025_april_32.jpg,,,,,,,,,,,,SAT Utö,,,686.9658788131878,CAR_ROAD
692628414,SAT Utö,path,ground,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/SAT_Ut%C3%B6_20250806_batch_14.jpg/1536px-SAT_Ut%C3%B6_20250806_batch_14.jpg,,,,,,,,,,,,SAT Utö,,,2685.9924486309264,DEDICATED_PATH
715379970,SAT Utö,path,"ground,rock",,,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Vandring_SAT_Ut%C3%B6_batch_13.jpg/1536px-Vandring_SAT_Ut%C3%B6_batch_13.jpg,,,,,,,,,,,,SAT Utö,,,1984.5663708058707,DEDICATED_PATH
715379973,SAT Utö,path,ground,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Vandring_Ut%C3%B6_SAT_20250806_15.jpg/3024px-Vandring_Ut%C3%B6_SAT_20250806_15.jpg,,,,,,,,,,,,SAT Utö,,,2376.416460811382,DEDICATED_PATH
715379974,SAT Utö,path,ground,,designated,,hiking,good,intermediate,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/SAT_Ut%C3%B6_2025_april_163.jpg,,,,,,,,,,,,SAT Utö,,,986.1746018253032,DEDICATED_PATH
715379975,SAT Utö,path,ground,,,,mountain_hiking,good,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/SAT_Ut%C3%B6_2025_april_130.jpg,,,,,,,,,,,,SAT Utö,,,3258.947176633809,DEDICATED_PATH
715379977,SAT Utö,path,,,,,hiking,good,intermediate,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/SAT_Ut%C3%B6_2025_april_127.jpg,,,,,,,,,,,,SAT Utö,,,340.69773295023515,DEDICATED_PATH
715379979,SAT Utö,path,wood,,,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/SAT_Ut%C3%B6_2025_april_129.jpg,,,,,,,,,,,,SAT Utö,,,75.94279728897936,DEDICATED_PATH
715379982,SAT Utö,path,compacted,,,,hiking,bad,,1,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/SAT_Ut%C3%B6_20250806_vandring_06.jpg,,,,,,,,,,,,SAT Utö,,,1979.5729935222787,DEDICATED_PATH
715379984,SAT Utö,path,compacted,,,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/SAT_Ut%C3%B6_2025_april_68.jpg,,,,,,,,,,,,SAT Utö,,,2125.325700668033,DEDICATED_PATH
715379985,SAT Utö,path,compacted,,,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/9/97/SAT_Ut%C3%B6_2025_april_55.jpg,,,,,,,,,,,,SAT Utö,,,1603.1454069221681,DEDICATED_PATH
715379990,Vänsviken,residential,gravel,,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/SAT_Ut%C3%B6_2025_april_120.jpg,,,,,,,,,,,,SAT Utö,,,327.47222052511313,CAR_ROAD
715379996,Krokavägen,unclassified,gravel,,designated,,,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/SAT_Ut%C3%B6_20250805_vandring_Norra_12.jpg,,,,,,,,,,,,SAT Utö,,,1051.6058759265643,CAR_ROAD
715379997,SAT Utö,path,,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Vandring_20250806_SAT_Ut%C3%B6_05.jpg,,,,,,,,,,,,SAT Utö,,,1069.385184942295,DEDICATED_PATH
715380000,SAT Utö,footway,,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/SAT_Ut%C3%B6_2025_april_158.jpg,,,,,,,,,,,,SAT Utö,,,750.1251572405813,DEDICATED_PATH
715380002,Sjödalsholme,unclassified,,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/SAT_Ut%C3%B6_2025_april_94.jpg,,,,,,,,,,,,SAT Utö,,,1329.3606288871533,CAR_ROAD
1054695350,SAT Utö,path,grass,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/62/SAT_Ut%C3%B6_2025_april_87.jpg,,,,,,,,,,,,SAT Utö,,,850.6090113163124,DEDICATED_PATH
1192422452,Bygatan,unclassified,asphalt,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/SAT_Ut%C3%B6_2025_maj_Gruvbryggan.jpg,,,,,,,,,,,,SAT Utö,,,63.97161732567113,CAR_ROAD
1378917574,SAT Utö,footway,pebblestone,,,,,,,,,,,,,,,,,,,,,,,SAT Utö,,,70.16060061528813,DEDICATED_PATH
1378917575,Bygatan,unclassified,,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/SAT_Ut%C3%B6_2025_maj_Gruvbryggan.jpg,,,,,,,,,,,,SAT Utö,,,11.260944217283093,CAR_ROAD
1378917576,Bygatan,tertiary,,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/SAT_Ut%C3%B6_2025_maj_Ut%C3%B6_Gruvbryggan.jpg,,,,,,,,,,,,SAT Utö,,,49.756373950088914,CAR_ROAD
1378917577,Stora Landsvägen,tertiary,gravel,,,yes,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/3/31/SAT_Ut%C3%B6_2025_april_75.jpg,,,,,,,,,,,,SAT Utö,,,924.0747714697275,CAR_ROAD
1378917578,SAT Utö,path,,,,,,,,,,,,,,,,,,,,,,,,SAT Utö,,,306.57519049524876,DEDICATED_PATH
1378917580,Sjödalsholme,unclassified,gravel,,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/65/SAT_Ut%C3%B6_2025_april_91.jpg,,,,,,,,,,,,SAT Utö,,,293.6279620763785,CAR_ROAD
1378917582,Vänsviken,residential,,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/SAT_Ut%C3%B6_2025_april_121.jpg,,,,,,,,,,,,SAT Utö,,,173.3631494832885,CAR_ROAD
1378917584,Krokavägen,unclassified,gravel,,,,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/SAT_Ut%C3%B6_30250806_vandring_02.jpg/3024px-SAT_Ut%C3%B6_30250806_vandring_02.jpg,,,,,,,,,,,,SAT Utö,,,524.324507892067,CAR_ROAD
1378917586,Vänsviken,residential,,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/SAT_Ut%C3%B6_2025_april_71.jpg,,,,,,,,,,,,SAT Utö,,,597.8522536244388,CAR_ROAD
1378917588,Stora Landsvägen,tertiary,gravel,,,yes,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/SAT_Ut%C3%B6_vandring_2025_april_100.jpg,,,,,,,,,,,,SAT Utö,,,64.36978705203869,CAR_ROAD
1420829704,SAT Utö,path,dirt,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2b/SAT_Ut%C3%B6_2025_april_38.jpg,,,,,,,,,,,,SAT Utö,,,125.6776832524912,DEDICATED_PATH
1420829707,SAT Utö,path,dirt,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/SAT_Ut%C3%B6_2025_april_35.jpg,,,,,,,,,,,,SAT Utö,,,172.23377098805057,DEDICATED_PATH
1429211301,SAT Utö,path,compacted,,,,hiking,bad,,1,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/SAT_Ut%C3%B6_20250806_vandring_06.jpg,,,,,,,,,,,,SAT Utö,,,117.65133018243384,DEDICATED_PATH
1429211302,SAT Utö,steps,wood,,,,hiking,bad,,1,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/SAT_Ut%C3%B6_2025_april_118.jpg,,,13,,,,,,,,,SAT Utö,,,55.2704370916829,STEPS
4631658,Köpmansholmsvägen,tertiary,asphalt,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,42.621323430393126,CAR_ROAD
35674595,Skarmsundsvägen,unclassified,compacted,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/SAT_Yxlan_2025_maj_5_-_%2857%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1824.7710781286228,CAR_ROAD
37905527,Kasholmsvägen,residential,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/SAT_Yxlan_K%C3%B6pmanholmen_%281%29.jpg,,,,,,,,,,,,SAT Yxlan,,,417.2929336737345,CAR_ROAD
37905528,Grabbholmsvägen,residential,gravel,,designated,,hiking,good,intermediate,3,,,,,,,,,,,,,,,,SAT Yxlan,,,519.9656968011889,CAR_ROAD
37905529,Österskatsvägen,residential,gravel,,designated,,hiking,good,intermediate,3,,,,https://upload.wikimedia.org/wikipedia/commons/2/24/SAT_Yxlan_K%C3%B6pmanholmen_%2822%29.jpg,,,,,,,,,,,,SAT Yxlan,,,839.8651730012999,CAR_ROAD
37905533,Holmbergsbacken,service,fine_gravel,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/SAT_Yxlan_2025_maj_5_-_%281%29.jpg,,,,,,,,,,,,SAT Yxlan,,,399.63666142328833,CAR_ROAD
265159992,Östermans väg,residential,,,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/SAT_Yxlan_2025_maj_5_-_%28127%29.jpg,,,,,,,,,,,,SAT Yxlan,,,432.0442489536618,CAR_ROAD
267929093,Österviksvägen,unclassified,,grade2,designated,,hiking,,,2,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/SAT_Yxlan_2025_maj_5_-_%28110%29.jpg,,,,,,,,,,,,SAT Yxlan,,,493.94063625439543,CAR_ROAD
267929130,Österviksvägen,unclassified,,grade2,designated,,hiking,,,2,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Yxlan_2025_maj_5_-_%28112%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1424.697049611875,CAR_ROAD
267929133,Bryggväg,residential,,grade2,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/SAT_Yxlan_2025_maj_5_-_%2899%29.jpg,,,,,,,,,,,,SAT Yxlan,,,524.3997643325743,CAR_ROAD
267929737,Hälsingehamnsvägen,residential,,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/4/4a/SAT_Yxlan_2025_maj_5_-_%289%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1319.9126010215423,CAR_ROAD
327593035,SAT Yxlan,path,unpaved,,,,,excellent,,1,,,,,,,,,,,,,GPS-spår.,,,SAT Yxlan,,,1460.6747048059483,DEDICATED_PATH
360067491,SAT Yxlan,track,,,,,hiking,good,,,,,,,,,,,,,,,,,,SAT Yxlan,,,673.4596773243095,TRACK
360070213,Bocklarhamnsvägen,residential,gravel,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/SAT_Yxlan_2025_maj_5_-_%2825%29.jpg,,,,,,,,,,,,SAT Yxlan,,,372.43615406887426,CAR_ROAD
615509853,SAT Yxlan,path,gravel;rock,,designated,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/SAT_Yxlan_2025_maj_5_-_%28161%29.jpg,,,,,,,,,,,,SAT Yxlan,,,146.44194695543982,DEDICATED_PATH
615509854,SAT Yxlan,steps,,,designated,no,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/30/SAT_Yxlan_2025_maj_5_-_%28158%29.jpg,,,25,,,,,,,,,SAT Yxlan,,,21.88085900294943,STEPS
615509855,SAT Yxlan,path,fine_gravel,,,,hiking,excellent,,1,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/SAT_Yxlan_2025_maj_5_-_%28156%29.jpg,,,,,,,,,,,,SAT Yxlan,,,314.47325109241274,DEDICATED_PATH
615509856,SAT Yxlan,path,fine_gravel,,,,hiking,excellent,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/SAT_Yxlan_2025_maj_5_-_%28155%29.jpg,,,,,,,,,,,,SAT Yxlan,,,235.11234958982706,DEDICATED_PATH
615509858,SAT Yxlan,track,fine_gravel,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/SAT_Yxlan_2025_maj_5_-_%28147%29.jpg,,,,,,,,,,,,SAT Yxlan,,,23.76186411615951,TRACK
615509860,SAT Yxlan,path,ground,,designated,,hiking,excellent,,1.4,1,,,https://upload.wikimedia.org/wikipedia/commons/3/33/SAT_Yxlan_2025_maj_5_-_%28118%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1184.9747181759883,DEDICATED_PATH
615509868,SAT Yxlan,path,ground,,,,hiking,good,,1,2,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/SAT_Yxlan_2025_maj_5_-_%2897%29.jpg,,,,,,,,,,,,SAT Yxlan,,,713.580481309654,DEDICATED_PATH
615509884,SAT Yxlan,path,gravel,,designated,,hiking,good,,2,1,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/SAT_Yxlan_2025_maj_5_-_%2860%29.jpg,,,,,,,,,,,,SAT Yxlan,,,571.9912363794194,DEDICATED_PATH
680667687,Grundviksvägen,residential,,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,31.421993215871105,CAR_ROAD
680667692,Granhyddsbacken,residential,fine_gravel,,designated,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/SAT_Yxlan_23.jpg,,,,,,,,,,,,SAT Yxlan,,,682.7824461565326,CAR_ROAD
682477527,Hälsingehamnsvägen,residential,,,,,hiking,good,,,,,,,,,,,,,,,,,,SAT Yxlan,,,106.3956503774662,CAR_ROAD
723956043,Kasholmsvägen,residential,compacted,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/SAT_Yxlan_K%C3%B6pmanholmen_%283%29.jpg,,,,,,,,,,,,SAT Yxlan,,,268.84156921517814,CAR_ROAD
755588552,Lilla Furusundsvägen,unclassified,gravel,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/SAT_Yxlan_2025_maj_5_-_%2840%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1121.4685094897457,CAR_ROAD
1054657372,SAT Yxlan,residential,gravel,,designated,,hiking,bad,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/SAT_Yxlan_2025_maj_5_-_%2828%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1323.8135446218712,CAR_ROAD
1054657373,SAT Yxlan,path,compacted,,designated,,hiking,good,,0.7,,,,https://upload.wikimedia.org/wikipedia/commons/8/89/SAT_Yxlan_2025_maj_5_-_%2815%29.jpg,,,,,,,,,,,,SAT Yxlan,,,884.8341938644674,DEDICATED_PATH
1054657377,SAT Yxlan,path,grass,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/SAT_Yxlan_K%C3%B6pmanholmen_%2821%29.jpg,,,,,,,,,,,,SAT Yxlan,,,201.5180104958427,DEDICATED_PATH
1054657379,SAT Yxlan,path,compacted,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/a/af/SAT_Yxlan_K%C3%B6pmanholmen_%2810%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1144.0936924942569,DEDICATED_PATH
1054657380,SAT Yxlan,path,fine_gravel,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/SAT_Yxlan_2025_maj_5_-_%281%29.jpg,,,,,,,,,,,,SAT Yxlan,,,638.4689989919598,DEDICATED_PATH
1054657382,SAT Yxlan,path,,grade2,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/SAT_Yxlan_2025_maj_5_-_%28137%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1447.4401087688802,DEDICATED_PATH
1054657383,SAT Yxlan,path,,grade2,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/SAT_Yxlan_2025_maj_5_-_%28130%29.jpg,,,,,,,,,,,,SAT Yxlan,,,76.72031175400916,DEDICATED_PATH
1054657385,SAT Yxlan,path,,,,,,good,,,,,,,,,,,,,,,,,,SAT Yxlan,,,1577.6265311842521,DEDICATED_PATH
1054657386,SAT Yxlan,path,,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,277.0307088267613,DEDICATED_PATH
